Mod:Item:MetaData, Localized Name
gregtech:gt.metaitem.01:2936, Granitic Mineral Sand
gregtech:gt.metaitem.01:2937, Cassiterite Sand
gregtech:gt.metaitem.01:2938, Garnet Sand
gregtech:gt.metaitem.01:2939, Quartz Sand
gregtech:gt.metaitem.01:2940, Volcanic Ashes
gregtech:gt.metaitem.01:2941, Borax Dust
gregtech:gt.metaitem.01:2942, Molybdenite Dust
gregtech:gt.metaitem.01:2943, Pyrolusite Dust
gregtech:gt.metaitem.01:2944, Rock Salt
gregtech:gt.metaitem.01:2945, Stibnite Dust
gregtech:gt.metaitem.01:2946, Asbestos Dust
gregtech:gt.metaitem.01:2947, Concrete Dust
gregtech:gt.metaitem.01:2948, Diatomite Dust
gregtech:gt.metaitem.01:2949, Glauconite Sand
gregtech:gt.metaitem.01:2951, Vyroxeres Dust
gregtech:gt.metaitem.01:2952, Ceruclase Dust
gregtech:gt.metaitem.01:2956, Tartarite Dust
gregtech:gt.metaitem.01:2966, Orichalcum Dust
gregtech:gt.metaitem.01:2969, Aluminium Fluoride Dust
gregtech:gt.metaitem.01:2970, Void Metal Dust
gregtech:gt.metaitem.01:2971, Calcium Disilicide Dust
gregtech:gt.metaitem.01:2974, Superconductor Base UEV Dust
gregtech:gt.metaitem.01:2975, Draconium Dust
gregtech:gt.metaitem.01:2976, Awakened Draconium Dust
gregtech:gt.metaitem.01:2977, Blood Infused Iron Dust
gregtech:gt.metaitem.01:2978, Ichorium Dust
gregtech:gt.metaitem.01:2979, Radox Polymer Pulp
gregtech:gt.metaitem.01:2980, Gallium Arsenide Dust
gregtech:gt.metaitem.01:2981, Indium Gallium Phosphide Dust
gregtech:gt.metaitem.01:2982, Cosmic Neutronium Dust
gregtech:gt.metaitem.01:2984, Flerovium Dust
gregtech:gt.metaitem.01:2985, Superconductor Base UHV Dust
gregtech:gt.metaitem.01:2986, Superconductor Base UV Dust
gregtech:gt.metaitem.01:2987, Superconductor Base MV Dust
gregtech:gt.metaitem.01:2988, Superconductor Base HV Dust
gregtech:gt.metaitem.01:2989, Superconductor Base EV Dust
gregtech:gt.metaitem.01:2990, Superconductor Base IV Dust
gregtech:gt.metaitem.01:2991, Superconductor Base LuV Dust
gregtech:gt.metaitem.01:2992, Superconductor Base ZPM Dust
gregtech:gt.metaitem.01:8150, Graviton Shard
gregtech:gt.metaitem.01:8347, Firestone
gregtech:gt.metaitem.01:8502, Ruby
gregtech:gt.metaitem.01:8503, Sapphire
gregtech:gt.metaitem.01:8504, Green Sapphire
gregtech:gt.metaitem.01:8505, Olivine
gregtech:gt.metaitem.01:8507, Topaz
gregtech:gt.metaitem.01:8508, Tanzanite
gregtech:gt.metaitem.01:8509, Amethyst
gregtech:gt.metaitem.01:8510, Opal
gregtech:gt.metaitem.01:8511, Jasper
gregtech:gt.metaitem.01:8512, Spinel
gregtech:gt.metaitem.01:8513, Blue Topaz
gregtech:gt.metaitem.01:8514, Amber
gregtech:gt.metaitem.01:8515, Dilithium
gregtech:gt.metaitem.01:8516, Certus Quartz
gregtech:gt.metaitem.01:8518, Forcicium
gregtech:gt.metaitem.01:8519, Forcillium
gregtech:gt.metaitem.01:8520, Monazite
gregtech:gt.metaitem.01:8521, Force
gregtech:gt.metaitem.01:8523, Quartzite
gregtech:gt.metaitem.01:8524, Lazurite
gregtech:gt.metaitem.01:8525, Sodalite
gregtech:gt.metaitem.01:8527, Red Garnet
gregtech:gt.metaitem.01:8528, Yellow Garnet
gregtech:gt.metaitem.01:8529, Vinteum
gregtech:gt.metaitem.01:8530, Apatite
gregtech:gt.metaitem.01:8531, Niter
gregtech:gt.metaitem.01:8534, Tricalcium Phosphate
gregtech:gt.metaitem.01:8537, Jade
gregtech:gt.metaitem.01:8538, Lignite Coal
gregtech:gt.metaitem.01:8890, Glass Crystal
gregtech:gt.metaitem.01:9006, Lithium Nugget
gregtech:gt.metaitem.01:9008, Beryllium Nugget
gregtech:gt.metaitem.01:9010, Carbon Nugget
gregtech:gt.metaitem.01:9018, Magnesium Nugget
gregtech:gt.metaitem.01:9019, Aluminium Nugget
gregtech:gt.metaitem.01:9020, Raw Silicon Nugget
gregtech:gt.metaitem.01:9025, Potassium Nugget
gregtech:gt.metaitem.01:9027, Scandium Nugget
gregtech:gt.metaitem.01:9028, Titanium Nugget
gregtech:gt.metaitem.01:9029, Vanadium Nugget
gregtech:gt.metaitem.01:9030, Chrome Nugget
gregtech:gt.metaitem.01:9031, Manganese Nugget
gregtech:gt.metaitem.01:9032, Iron Nugget
gregtech:gt.metaitem.01:9033, Cobalt Nugget
gregtech:gt.metaitem.01:9034, Nickel Nugget
gregtech:gt.metaitem.01:9035, Copper Nugget
gregtech:gt.metaitem.01:9036, Zinc Nugget
gregtech:gt.metaitem.01:9037, Gallium Nugget
gregtech:gt.metaitem.01:9039, Arsenic Nugget
gregtech:gt.metaitem.01:9043, Rubidium Nugget
gregtech:gt.metaitem.01:9044, Strontium Nugget
gregtech:gt.metaitem.01:9045, Yttrium Nugget
gregtech:gt.metaitem.01:9047, Niobium Nugget
gregtech:gt.metaitem.01:9048, Molybdenum Nugget
gregtech:gt.metaitem.01:9052, Palladium Nugget
gregtech:gt.metaitem.01:9054, Silver Nugget
gregtech:gt.metaitem.01:9056, Indium Nugget
gregtech:gt.metaitem.01:9057, Tin Nugget
gregtech:gt.metaitem.01:9058, Antimony Nugget
gregtech:gt.metaitem.01:9059, Tellurium Nugget
gregtech:gt.metaitem.01:9062, Caesium Nugget
gregtech:gt.metaitem.01:9063, Barium Nugget
gregtech:gt.metaitem.01:9064, Lanthanum Nugget
gregtech:gt.metaitem.01:9065, Cerium Nugget
gregtech:gt.metaitem.01:9066, Praseodymium Nugget
gregtech:gt.metaitem.01:9067, Neodymium Nugget
gregtech:gt.metaitem.01:9068, Promethium Nugget
gregtech:gt.metaitem.01:9069, Samarium Nugget
gregtech:gt.metaitem.01:9070, Europium Nugget
gregtech:gt.metaitem.01:9071, Gadolinium Nugget
gregtech:gt.metaitem.01:9072, Terbium Nugget
gregtech:gt.metaitem.01:9073, Dysprosium Nugget
gregtech:gt.metaitem.01:9074, Holmium Nugget
gregtech:gt.metaitem.01:9075, Erbium Nugget
gregtech:gt.metaitem.01:9076, Thulium Nugget
gregtech:gt.metaitem.01:9077, Ytterbium Nugget
gregtech:gt.metaitem.01:9078, Lutetium Nugget
gregtech:gt.metaitem.01:9080, Tantalum Nugget
gregtech:gt.metaitem.01:9081, Tungsten Nugget
gregtech:gt.metaitem.01:9083, Osmium Nugget
gregtech:gt.metaitem.01:9084, Iridium Nugget
gregtech:gt.metaitem.01:9085, Platinum Nugget
gregtech:gt.metaitem.01:9089, Lead Nugget
gregtech:gt.metaitem.01:9090, Bismuth Nugget
gregtech:gt.metaitem.01:9096, Thorium Nugget
gregtech:gt.metaitem.01:9097, Uranium 235 Nugget
gregtech:gt.metaitem.01:9098, Uranium 238 Nugget
gregtech:gt.metaitem.01:9100, Plutonium 239 Nugget
gregtech:gt.metaitem.01:9101, Plutonium 241 Nugget
gregtech:gt.metaitem.01:9103, Americium Nugget
gregtech:gt.metaitem.01:9111, Purified Tengam Nugget
gregtech:gt.metaitem.01:9112, Attuned Tengam Nugget
gregtech:gt.metaitem.01:9129, Neutronium Nugget
gregtech:gt.metaitem.01:9131, Superconductor Base UIV Nugget
gregtech:gt.metaitem.01:9134, Superconductor Base UMV Nugget
gregtech:gt.metaitem.01:9139, Universium Nugget
gregtech:gt.metaitem.01:9141, Eternity Nugget
gregtech:gt.metaitem.01:9143, Magmatter Nugget
gregtech:gt.metaitem.01:9147, Six-Phased Copper Nugget
gregtech:gt.metaitem.01:9148, Mellion Nugget
gregtech:gt.metaitem.01:9149, Creon Nugget
gregtech:gt.metaitem.01:9163, Prismatic Naquadah Nugget
gregtech:gt.metaitem.01:9189, Shijima Nugget
gregtech:gt.metaitem.01:9190, Churitsu Nugget
gregtech:gt.metaitem.01:9205, Gaia Spirit Nugget
gregtech:gt.metaitem.01:9300, Bronze Nugget
gregtech:gt.metaitem.01:9301, Brass Nugget
gregtech:gt.metaitem.01:9302, Invar Nugget
gregtech:gt.metaitem.01:9303, Electrum Nugget
gregtech:gt.metaitem.01:9304, Wrought Iron Nugget
gregtech:gt.metaitem.01:9305, Steel Nugget
gregtech:gt.metaitem.01:9306, Stainless Steel Nugget
gregtech:gt.metaitem.01:9307, Pig Iron Nugget
gregtech:gt.metaitem.01:9308, Red Alloy Nugget
gregtech:gt.metaitem.01:9309, Blue Alloy Nugget
gregtech:gt.metaitem.01:9310, Cupronickel Nugget
gregtech:gt.metaitem.01:9311, Nichrome Nugget
gregtech:gt.metaitem.01:9312, Kanthal Nugget
gregtech:gt.metaitem.01:9313, Magnalium Nugget
gregtech:gt.metaitem.01:9314, Soldering Alloy Nugget
gregtech:gt.metaitem.01:9315, Battery Alloy Nugget
gregtech:gt.metaitem.01:9316, Tungstensteel Nugget
gregtech:gt.metaitem.01:9317, Osmiridium Nugget
gregtech:gt.metaitem.01:9318, Sunnarium Nugget
gregtech:gt.metaitem.01:9319, Adamantium Nugget
gregtech:gt.metaitem.01:9320, Fluxed Electrum Nugget
gregtech:gt.metaitem.01:9321, Enderium Nugget
gregtech:gt.metaitem.01:9323, Infused Gold Nugget
gregtech:gt.metaitem.01:9324, Naquadah Nugget
gregtech:gt.metaitem.01:9325, Naquadah Alloy Nugget
gregtech:gt.metaitem.01:9326, Enriched Naquadah Nugget
gregtech:gt.metaitem.01:9327, Naquadria Nugget
gregtech:gt.metaitem.01:9328, Duranium Nugget
gregtech:gt.metaitem.01:9329, Tritanium Nugget
gregtech:gt.metaitem.01:9330, Thaumium Nugget
gregtech:gt.metaitem.01:9331, Mithril Nugget
gregtech:gt.metaitem.01:9333, Astral Silver Nugget
gregtech:gt.metaitem.01:9334, Black Steel Nugget
gregtech:gt.metaitem.01:9335, Damascus Steel Nugget
gregtech:gt.metaitem.01:9336, Shadow Iron Nugget
gregtech:gt.metaitem.01:9337, Shadow Steel Nugget
gregtech:gt.metaitem.01:9338, Ironwood Nugget
gregtech:gt.metaitem.01:9339, Steeleaf Nugget
gregtech:gt.metaitem.01:9340, Meteoric Iron Nugget
gregtech:gt.metaitem.01:9341, Meteoric Steel Nugget
gregtech:gt.metaitem.01:9342, Deep Dark Iron Nugget
gregtech:gt.metaitem.01:9343, Cobalt Brass Nugget
gregtech:gt.metaitem.01:9344, Ultimet Nugget
gregtech:gt.metaitem.01:9345, Annealed Copper Nugget
gregtech:gt.metaitem.01:9346, Fiery Steel Nugget
gregtech:gt.metaitem.01:9348, Red Steel Nugget
gregtech:gt.metaitem.01:9349, Blue Steel Nugget
gregtech:gt.metaitem.01:9350, Sterling Silver Nugget
gregtech:gt.metaitem.01:9351, Rose Gold Nugget
gregtech:gt.metaitem.01:9352, Black Bronze Nugget
gregtech:gt.metaitem.01:9353, Bismuth Bronze Nugget
gregtech:gt.metaitem.01:9354, Magnetic Iron Nugget
gregtech:gt.metaitem.01:9355, Magnetic Steel Nugget
gregtech:gt.metaitem.01:9356, Magnetic Neodymium Nugget
gregtech:gt.metaitem.01:9357, Vanadium-Gallium Nugget
gregtech:gt.metaitem.01:9358, Yttrium Barium Cuprate Nugget
gregtech:gt.metaitem.01:9359, Niobium Nitride Nugget
gregtech:gt.metaitem.01:9360, Niobium-Titanium Nugget
gregtech:gt.metaitem.01:9361, Chromium Dioxide Nugget
gregtech:gt.metaitem.01:9362, Knightmetal Nugget
gregtech:gt.metaitem.01:9363, Tin Alloy Nugget
gregtech:gt.metaitem.01:9364, Dark Steel Nugget
gregtech:gt.metaitem.01:9365, Electrical Steel Nugget
gregtech:gt.metaitem.01:9366, Energetic Alloy Nugget
gregtech:gt.metaitem.01:9367, Vibrant Alloy Nugget
gregtech:gt.metaitem.01:9368, Shadow Metal Nugget
gregtech:gt.metaitem.01:9369, Conductive Iron Nugget
gregtech:gt.metaitem.01:9370, Tungstencarbide Nugget
gregtech:gt.metaitem.01:9371, Vanadiumsteel Nugget
gregtech:gt.metaitem.01:9372, HSS-G Nugget
gregtech:gt.metaitem.01:9373, HSS-E Nugget
gregtech:gt.metaitem.01:9374, HSS-S Nugget
gregtech:gt.metaitem.01:9378, Pulsating Iron Nugget
gregtech:gt.metaitem.01:9379, Soularium Nugget
gregtech:gt.metaitem.01:9380, Enderium Base Nugget
gregtech:gt.metaitem.01:9381, Redstone Alloy Nugget
gregtech:gt.metaitem.01:9382, Ardite Nugget
gregtech:gt.metaitem.01:9383, Reinforced Nugget
gregtech:gt.metaitem.01:9384, Galgadorian Nugget
gregtech:gt.metaitem.01:9385, Enhanced Galgadorian Nugget
gregtech:gt.metaitem.01:9386, Manyullyn Nugget
gregtech:gt.metaitem.01:9387, Mytryl Nugget
gregtech:gt.metaitem.01:9388, Black Plutonium Nugget
gregtech:gt.metaitem.01:9389, Callisto Ice Nugget
gregtech:gt.metaitem.01:9390, Ledox Nugget
gregtech:gt.metaitem.01:9391, Quantium Nugget
gregtech:gt.metaitem.01:9392, Duralumin Nugget
gregtech:gt.metaitem.01:9393, Oriharukon Nugget
gregtech:gt.metaitem.01:9394, Infinity Catalyst Nugget
gregtech:gt.metaitem.01:9395, Bedrockium Nugget
gregtech:gt.metaitem.01:9397, Infinity Nugget
gregtech:gt.metaitem.01:9398, Mysterious Crystal Nugget
gregtech:gt.metaitem.01:9399, Magnetic Samarium Nugget
gregtech:gt.metaitem.01:9400, Obzinite Nugget
gregtech:gt.metaitem.01:9401, End Steel Nugget
gregtech:gt.metaitem.01:9402, Clay Compound Nugget
gregtech:gt.metaitem.01:9403, Crystalline Alloy Nugget
gregtech:gt.metaitem.01:9404, Melodic Alloy Nugget
gregtech:gt.metaitem.01:9405, Stellar Alloy Nugget
gregtech:gt.metaitem.01:9406, Crystalline Pink Slime Nugget
gregtech:gt.metaitem.01:9407, Energetic Silver Nugget
gregtech:gt.metaitem.01:9408, Vivid Alloy Nugget
gregtech:gt.metaitem.01:9470, Epoxid Chip
gregtech:gt.metaitem.01:9471, Silicone Rubber Chip
gregtech:gt.metaitem.01:9472, Polycaprolactam (PCL) Chip
gregtech:gt.metaitem.01:9473, Polytetrafluoroethylene (PTFE) Chip
gregtech:gt.metaitem.01:9485, Alduorite Nugget
gregtech:gt.metaitem.01:9488, Rubracium Nugget
gregtech:gt.metaitem.01:9489, Vulcanite Nugget
gregtech:gt.metaitem.01:9521, Force Nugget
gregtech:gt.metaitem.01:9529, Vinteum Nugget
gregtech:gt.metaitem.01:9576, TPV-Alloy Nugget
gregtech:gt.metaitem.01:9581, Transcendent Metal Nugget
gregtech:gt.metaitem.01:9582, Enriched Holmium Nugget
gregtech:gt.metaitem.01:9583, Magnetohydrodynamically Constrained Star Matter Nugget
gregtech:gt.metaitem.01:9585, White Dwarf Matter Nugget
gregtech:gt.metaitem.01:9586, Black Dwarf Matter Nugget
gregtech:gt.metaitem.01:9588, SpaceTime Nugget
gregtech:gt.metaitem.01:9599, Polybenzimidazole (PBI) Chip
gregtech:gt.metaitem.01:9610, Fiber-Reinforced Epoxy Resin Chip
gregtech:gt.metaitem.01:9611, Borosilicate Glass Chip
gregtech:gt.metaitem.01:9613, Nickel-Zinc Ferrite Nugget
gregtech:gt.metaitem.01:9631, Polyphenylene Sulfide (PPS) Chip
gregtech:gt.metaitem.01:9635, Styrene-Butadiene Rubber (SBR) Chip
gregtech:gt.metaitem.01:9636, Polystyrene (PS) Chip
gregtech:gt.metaitem.01:9649, Polyvinyl Chloride (PVC) Chip
gregtech:gt.metaitem.01:9765, Kevlar Nugget
gregtech:gt.metaitem.01:9770, Endium Nugget
gregtech:gt.metaitem.01:9772, Nickel Aluminide Nugget
gregtech:gt.metaitem.01:9804, Obsidian Nugget
gregtech:gt.metaitem.01:9809, Wood Chip
gregtech:gt.metaitem.01:9829, Deep Iron Nugget
gregtech:gt.metaitem.01:9856, Silicon Solar Grade (Poly SI) Nugget
gregtech:gt.metaitem.01:9868, Trinium Nugget
gregtech:gt.metaitem.01:9874, Polyethylene (PE) Chip
gregtech:gt.metaitem.01:9880, Rubber Chip
gregtech:gt.metaitem.01:9884, Desh Nugget
gregtech:gt.metaitem.01:9889, Sealed Wood Chip
gregtech:gt.metaitem.01:9912, Chrysotile Nugget
gregtech:gt.metaitem.01:9913, Realgar Nugget
gregtech:gt.metaitem.01:9951, Vyroxeres Nugget
gregtech:gt.metaitem.01:9952, Ceruclase Nugget
gregtech:gt.metaitem.01:9956, Tartarite Nugget
gregtech:gt.metaitem.01:9966, Orichalcum Nugget
gregtech:gt.metaitem.01:9970, Void Metal Nugget
gregtech:gt.metaitem.01:9974, Superconductor Base UEV Nugget
gregtech:gt.metaitem.01:9975, Draconium Nugget
gregtech:gt.metaitem.01:9976, Awakened Draconium Nugget
gregtech:gt.metaitem.01:9977, Blood Infused Iron Nugget
gregtech:gt.metaitem.01:9978, Ichorium Nugget
gregtech:gt.metaitem.01:9979, Radox Polymer Chip
gregtech:gt.metaitem.01:9980, Gallium Arsenide Nugget
gregtech:gt.metaitem.01:9981, Indium Gallium Phosphide Nugget
gregtech:gt.metaitem.01:9982, Cosmic Neutronium Nugget
gregtech:gt.metaitem.01:9984, Flerovium Nugget
gregtech:gt.metaitem.01:9985, Superconductor Base UHV Nugget
gregtech:gt.metaitem.01:9986, Superconductor Base UV Nugget
gregtech:gt.metaitem.01:9987, Superconductor Base MV Nugget
gregtech:gt.metaitem.01:9988, Superconductor Base HV Nugget
gregtech:gt.metaitem.01:9989, Superconductor Base EV Nugget
gregtech:gt.metaitem.01:9990, Superconductor Base IV Nugget
gregtech:gt.metaitem.01:9991, Superconductor Base LuV Nugget
gregtech:gt.metaitem.01:9992, Superconductor Base ZPM Nugget
gregtech:gt.metaitem.01:11006, Lithium Ingot
gregtech:gt.metaitem.01:11008, Beryllium Ingot
gregtech:gt.metaitem.01:11010, Carbon Ingot
gregtech:gt.metaitem.01:11018, Magnesium Ingot
gregtech:gt.metaitem.01:11019, Aluminium Ingot
gregtech:gt.metaitem.01:11020, Raw Silicon Ingot
gregtech:gt.metaitem.01:11025, Potassium Ingot
gregtech:gt.metaitem.01:11027, Scandium Ingot
gregtech:gt.metaitem.01:11028, Titanium Ingot
gregtech:gt.metaitem.01:11029, Vanadium Ingot
gregtech:gt.metaitem.01:11030, Chrome Ingot
gregtech:gt.metaitem.01:11031, Manganese Ingot
gregtech:gt.metaitem.01:11033, Cobalt Ingot
gregtech:gt.metaitem.01:11034, Nickel Ingot
gregtech:gt.metaitem.01:11035, Copper Ingot
gregtech:gt.metaitem.01:11036, Zinc Ingot
gregtech:gt.metaitem.01:11037, Gallium Ingot
gregtech:gt.metaitem.01:11039, Arsenic Ingot
gregtech:gt.metaitem.01:11043, Rubidium Ingot
gregtech:gt.metaitem.01:11044, Strontium Ingot
gregtech:gt.metaitem.01:11045, Yttrium Ingot
gregtech:gt.metaitem.01:11047, Niobium Ingot
gregtech:gt.metaitem.01:11048, Molybdenum Ingot
gregtech:gt.metaitem.01:11052, Palladium Ingot
gregtech:gt.metaitem.01:11054, Silver Ingot
gregtech:gt.metaitem.01:11056, Indium Ingot
gregtech:gt.metaitem.01:11057, Tin Ingot
gregtech:gt.metaitem.01:11058, Antimony Ingot
gregtech:gt.metaitem.01:11059, Tellurium Ingot
gregtech:gt.metaitem.01:11062, Caesium Ingot
gregtech:gt.metaitem.01:11063, Barium Ingot
gregtech:gt.metaitem.01:11064, Lanthanum Ingot
gregtech:gt.metaitem.01:11065, Cerium Ingot
gregtech:gt.metaitem.01:11066, Praseodymium Ingot
gregtech:gt.metaitem.01:11067, Neodymium Ingot
gregtech:gt.metaitem.01:11068, Promethium Ingot
gregtech:gt.metaitem.01:11069, Samarium Ingot
gregtech:gt.metaitem.01:11070, Europium Ingot
gregtech:gt.metaitem.01:11071, Gadolinium Ingot
gregtech:gt.metaitem.01:11072, Terbium Ingot
gregtech:gt.metaitem.01:11073, Dysprosium Ingot
gregtech:gt.metaitem.01:11074, Holmium Ingot
gregtech:gt.metaitem.01:11075, Erbium Ingot
gregtech:gt.metaitem.01:11076, Thulium Ingot
gregtech:gt.metaitem.01:11077, Ytterbium Ingot
gregtech:gt.metaitem.01:11078, Lutetium Ingot
gregtech:gt.metaitem.01:11080, Tantalum Ingot
gregtech:gt.metaitem.01:11081, Tungsten Ingot
gregtech:gt.metaitem.01:11083, Osmium Ingot
gregtech:gt.metaitem.01:11084, Iridium Ingot
gregtech:gt.metaitem.01:11085, Platinum Ingot
gregtech:gt.metaitem.01:11089, Lead Ingot
gregtech:gt.metaitem.01:11090, Bismuth Ingot
gregtech:gt.metaitem.01:11096, Thorium Ingot
gregtech:gt.metaitem.01:11097, Uranium 235 Ingot
gregtech:gt.metaitem.01:11098, Uranium 238 Ingot
gregtech:gt.metaitem.01:11100, Plutonium 239 Ingot
gregtech:gt.metaitem.01:11101, Plutonium 241 Ingot
gregtech:gt.metaitem.01:11103, Americium Ingot
gregtech:gt.metaitem.01:11111, Purified Tengam Ingot
gregtech:gt.metaitem.01:11112, Attuned Tengam Ingot
gregtech:gt.metaitem.01:11125, Hellish Metal Ingot
gregtech:gt.metaitem.01:11129, Neutronium Ingot
gregtech:gt.metaitem.01:11131, Superconductor Base UIV Ingot
gregtech:gt.metaitem.01:11132, Netherite Ingot
gregtech:gt.metaitem.01:11134, Superconductor Base UMV Ingot
gregtech:gt.metaitem.01:11139, Universium Ingot
gregtech:gt.metaitem.01:11141, Eternity Ingot
gregtech:gt.metaitem.01:11143, Magmatter Ingot
gregtech:gt.metaitem.01:11147, Six-Phased Copper Ingot
gregtech:gt.metaitem.01:11148, Mellion Ingot
gregtech:gt.metaitem.01:11149, Creon Ingot
gregtech:gt.metaitem.01:11153, Hot Proto-Halkonite Steel Ingot
gregtech:gt.metaitem.01:11154, Proto-Halkonite Steel Ingot
gregtech:gt.metaitem.01:11156, Hot Exo-Halkonite Steel Ingot
gregtech:gt.metaitem.01:11157, Exo-Halkonite Steel Ingot
gregtech:gt.metaitem.01:11163, Prismatic Naquadah Ingot
gregtech:gt.metaitem.01:11174, Hexanite Ingot
gregtech:gt.metaitem.01:11189, Shijima Ingot
gregtech:gt.metaitem.01:11190, Churitsu Ingot
gregtech:gt.metaitem.01:11300, Bronze Ingot
gregtech:gt.metaitem.01:11301, Brass Ingot
gregtech:gt.metaitem.01:11302, Invar Ingot
gregtech:gt.metaitem.01:11303, Electrum Ingot
gregtech:gt.metaitem.01:11304, Wrought Iron Ingot
gregtech:gt.metaitem.01:11305, Steel Ingot
gregtech:gt.metaitem.01:11306, Stainless Steel Ingot
gregtech:gt.metaitem.01:11307, Pig Iron Ingot
gregtech:gt.metaitem.01:11308, Red Alloy Ingot
gregtech:gt.metaitem.01:11309, Blue Alloy Ingot
gregtech:gt.metaitem.01:11310, Cupronickel Ingot
gregtech:gt.metaitem.01:11311, Nichrome Ingot
gregtech:gt.metaitem.01:11312, Kanthal Ingot
gregtech:gt.metaitem.01:11313, Magnalium Ingot
gregtech:gt.metaitem.01:11314, Soldering Alloy Ingot
gregtech:gt.metaitem.01:11315, Battery Alloy Ingot
gregtech:gt.metaitem.01:11316, Tungstensteel Ingot
gregtech:gt.metaitem.01:11317, Osmiridium Ingot
gregtech:gt.metaitem.01:11318, Sunnarium Ingot
gregtech:gt.metaitem.01:11319, Adamantium Ingot
gregtech:gt.metaitem.01:11320, Fluxed Electrum Ingot
gregtech:gt.metaitem.01:11321, Enderium Ingot
gregtech:gt.metaitem.01:11323, Infused Gold Ingot
gregtech:gt.metaitem.01:11324, Naquadah Ingot
gregtech:gt.metaitem.01:11325, Naquadah Alloy Ingot
gregtech:gt.metaitem.01:11326, Enriched Naquadah Ingot
gregtech:gt.metaitem.01:11327, Naquadria Ingot
gregtech:gt.metaitem.01:11328, Duranium Ingot
gregtech:gt.metaitem.01:11329, Tritanium Ingot
gregtech:gt.metaitem.01:11330, Thaumium Ingot
gregtech:gt.metaitem.01:11331, Mithril Ingot
gregtech:gt.metaitem.01:11333, Astral Silver Ingot
gregtech:gt.metaitem.01:11334, Black Steel Ingot
gregtech:gt.metaitem.01:11335, Damascus Steel Ingot
gregtech:gt.metaitem.01:11336, Shadow Iron Ingot
gregtech:gt.metaitem.01:11337, Shadow Steel Ingot
gregtech:gt.metaitem.01:11338, Ironwood Ingot
gregtech:gt.metaitem.01:11339, Steeleaf
gregtech:gt.metaitem.01:11340, Meteoric Iron Ingot
gregtech:gt.metaitem.01:11341, Meteoric Steel Ingot
gregtech:gt.metaitem.01:11342, Deep Dark Iron Ingot
gregtech:gt.metaitem.01:11343, Cobalt Brass Ingot
gregtech:gt.metaitem.01:11344, Ultimet Ingot
gregtech:gt.metaitem.01:11345, Annealed Copper Ingot
gregtech:gt.metaitem.01:11346, Fiery Steel Ingot
gregtech:gt.metaitem.01:11348, Red Steel Ingot
gregtech:gt.metaitem.01:11349, Blue Steel Ingot
gregtech:gt.metaitem.01:11350, Sterling Silver Ingot
gregtech:gt.metaitem.01:11351, Rose Gold Ingot
gregtech:gt.metaitem.01:11352, Black Bronze Ingot
gregtech:gt.metaitem.01:11353, Bismuth Bronze Ingot
gregtech:gt.metaitem.01:11354, Magnetic Iron Ingot
gregtech:gt.metaitem.01:11355, Magnetic Steel Ingot
gregtech:gt.metaitem.01:11356, Magnetic Neodymium Ingot
gregtech:gt.metaitem.01:11357, Vanadium-Gallium Ingot
gregtech:gt.metaitem.01:11358, Yttrium Barium Cuprate Ingot
gregtech:gt.metaitem.01:11359, Niobium Nitride Ingot
gregtech:gt.metaitem.01:11360, Niobium-Titanium Ingot
gregtech:gt.metaitem.01:11361, Chromium Dioxide Ingot
gregtech:gt.metaitem.01:11362, Knightmetal Ingot
gregtech:gt.metaitem.01:11363, Tin Alloy Ingot
gregtech:gt.metaitem.01:11364, Dark Steel Ingot
gregtech:gt.metaitem.01:11365, Electrical Steel Ingot
gregtech:gt.metaitem.01:11366, Energetic Alloy Ingot
gregtech:gt.metaitem.01:11367, Vibrant Alloy Ingot
gregtech:gt.metaitem.01:11368, Shadow Metal Ingot
gregtech:gt.metaitem.01:11369, Conductive Iron Ingot
gregtech:gt.metaitem.01:11370, Tungstencarbide Ingot
gregtech:gt.metaitem.01:11371, Vanadiumsteel Ingot
gregtech:gt.metaitem.01:11372, HSS-G Ingot
gregtech:gt.metaitem.01:11373, HSS-E Ingot
gregtech:gt.metaitem.01:11374, HSS-S Ingot
gregtech:gt.metaitem.01:11378, Pulsating Iron Ingot
gregtech:gt.metaitem.01:11379, Soularium Ingot
gregtech:gt.metaitem.01:11380, Enderium Base Ingot
gregtech:gt.metaitem.01:11381, Redstone Alloy Ingot
gregtech:gt.metaitem.01:11382, Ardite Ingot
gregtech:gt.metaitem.01:11383, Reinforced Ingot
gregtech:gt.metaitem.01:11384, Galgadorian Ingot
gregtech:gt.metaitem.01:11385, Enhanced Galgadorian Ingot
gregtech:gt.metaitem.01:11386, Manyullyn Ingot
gregtech:gt.metaitem.01:11387, Mytryl Ingot
gregtech:gt.metaitem.01:11388, Black Plutonium Ingot
gregtech:gt.metaitem.01:11389, Callisto Ice Ingot
gregtech:gt.metaitem.01:11390, Ledox Ingot
gregtech:gt.metaitem.01:11391, Quantium Ingot
gregtech:gt.metaitem.01:11392, Duralumin Ingot
gregtech:gt.metaitem.01:11393, Oriharukon Ingot
gregtech:gt.metaitem.01:11394, Infinity Catalyst Ingot
gregtech:gt.metaitem.01:11395, Bedrockium Ingot
gregtech:gt.metaitem.01:11397, Infinity Ingot
gregtech:gt.metaitem.01:11398, Mysterious Crystal Ingot
gregtech:gt.metaitem.01:11399, Magnetic Samarium Ingot
gregtech:gt.metaitem.01:11400, Obzinite Ingot
